,id,name,name_no_accent,min_price_domain
10549,33375,Khách Sạn La Paix (La Paix Hotel),khach san la paix (la paix hotel),552588
10550,33377,Sao Mai Cosy Nest - Noi Bai Airport,sao mai cosy nest - noi bai airport,214344
10551,33378,Van Son Garden,van son garden,330000
10552,33379,Blue Hanoi Inn Luxury hotel,blue hanoi inn luxury hotel,482259
10553,33380,My Linh Hotel Hanoi,my linh hotel hanoi,492857
10554,33383,The Gallery House,the gallery house,790000
10555,33384,RedDoorz Hostel @ Hang Chieu Street,reddoorz hostel @ hang chieu street,251200
10556,33386,OYO 214 Aloha Hotel Hanoi,oyo 214 aloha hotel hanoi,1050505
10557,33387,Khách Sạn Diamond OYO 199  (OYO 199 Diamond Hotel),khach san diamond oyo 199  (oyo 199 diamond hotel),252629
10558,33388,Istay Hotel Apartment 5,istay hotel apartment 5,379883
10559,33389,Căn hộ dịch vụ Granda Cầu Giấy (Granda Cau Giay Apartment),can ho dich vu granda cau giay (granda cau giay apartment),360173
10560,33390,Luxury Airport Hotel & Spa,luxury airport hotel & spa,429999
10561,33391,Khách SạnSweet  OYO 196 (OYO 196 Sweet Hotel),khach sansweet  oyo 196 (oyo 196 sweet hotel),309238
10562,33392,Silk Queen Grand Hotel,silk queen grand hotel,4904820
10563,33393,Sunda Serviced Apartments 1,sunda serviced apartments 1,727273
10564,33394,Nhà Tiểu Anh (Little Anh House),nha tieu anh (little anh house),550000
10565,33395,Sunrise Hanoi Hotel,sunrise hanoi hotel,586957
10566,33396,La Siesta Premium Hàng Bè Hà Nội (Hanoi La Siesta Premium Hang Be),la siesta premium hang be ha noi (hanoi la siesta premium hang be),891086
10567,33398,Khách Sạn Apec 2 OYO 208 (OYO 208 Apec 2),khach san apec 2 oyo 208 (oyo 208 apec 2),259999
10568,33399,Hanoi Swan Hostel,hanoi swan hostel,652405
10569,33400,Hanoi Amazing Hostel,hanoi amazing hostel,-1
10570,33401,Hanoi Majestic Hotel,hanoi majestic hotel,387282
10571,33402,Khách sạn & Spa Sunline Paon (Sunline Paon Hotel & Spa),khach san & spa sunline paon (sunline paon hotel & spa),868725
10572,33403,Khách sạn Boutique Iris Hà Nội (Hanoi Iris Boutique Hotel),khach san boutique iris ha noi (hanoi iris boutique hotel),203463
10573,33404,Khách sạn Lotus Legend (Lotus Legend Hotel),khach san lotus legend (lotus legend hotel),1065600
10574,33405,Căn hộ Dịch vụ Granda Duy Tân (Granda Duy Tan Apartment),can ho dich vu granda duy tan (granda duy tan apartment),599000
10575,33406,Do Hotel,do hotel,246753
10576,33407,Casa Bella Hotel,casa bella hotel,490909
10577,33409,DLmos Hanoi Hotel,dlmos hanoi hotel,579545
10578,33410,Hanoi Gatsby Hotel,hanoi gatsby hotel,280000
10579,33411,Khách sạn Louisland (Louisland hotel),khach san louisland (louisland hotel),849999
10580,33412,Blue Hanoi Inn City hotel,blue hanoi inn city hotel,487644
10581,33414,Hotel du Monde,hotel du monde,870130
10582,33415,KHÁCH SẠN KAWASAKI ( KAWASAKI HOTEL),khach san kawasaki ( kawasaki hotel),554545
10583,33416,Khách sạn Little Hanoi Deluxe (Little Hanoi Deluxe Hotel),khach san little hanoi deluxe (little hanoi deluxe hotel),800866
10584,33417,Khách Sạn Hanoian Lakeside (Hanoian Lakeside Hotel),khach san hanoian lakeside (hanoian lakeside hotel),748705
10585,33418,The Royal Hotel,the royal hotel,490000
10586,33419,Nhà khách Sen Vọng (Sen Vong Family Guesthouse),nha khach sen vong (sen vong family guesthouse),-1
10587,33421,Khách sạn Queen Light (Queen Light Hotel),khach san queen light (queen light hotel),802961
10588,33423,Lotte The Residence,lotte the residence,2089317
10589,33424,S Central Hotel & Spa,s central hotel & spa,179999
10590,33425,Khách Sạn Suji Hà Nội (Hanoi Suji Hotel),khach san suji ha noi (hanoi suji hotel),463636
10591,33427,Căn Hộ Dịch Vụ Bayhomes Times City (Bayhomes Times City Serviced Apartment),can ho dich vu bayhomes times city (bayhomes times city serviced apartment),850000
10592,33428,Hanoi Pomihoa Hotel,hanoi pomihoa hotel,797942
10593,33429,Khách sạn Passion Suite Hà Nội,khach san passion suite ha noi,506369
10594,33430,Golden Sail Hotel,golden sail hotel,500652
10595,33431,JM Marvel Hotel & Spa,jm marvel hotel & spa,797013
10596,33432,Khách sạn Hanoi Golden Holiday (Hanoi Golden Holiday Hotel),khach san hanoi golden holiday (hanoi golden holiday hotel),-1
10597,33433,Khách sạn Ping Luxury Hà Nội (Hanoi Ping Luxury Hotel),khach san ping luxury ha noi (hanoi ping luxury hotel),539999
10598,33435,Hanoi High Five Hostel,hanoi high five hostel,241106
10599,33436,Khách Sạn Crystal Pearl Hà Nội (Ha Noi Crystal Pearl Hotel),khach san crystal pearl ha noi (ha noi crystal pearl hotel),889999
10600,33437,Hanoi Esplendor Hotel & Spa,hanoi esplendor hotel & spa,595671
10601,33438,MICHELLE'S (MICHELLE'S ),michelle's (michelle's ),225108
10602,33439,Hanoi Homestay,hanoi homestay,235000
10603,33440,Khách sạn Labevie Hotel (Labevie Hotel),khach san labevie hotel (labevie hotel),512398
10604,33441,Himalaya Phoenix Hanoi Apartment & Hotel,himalaya phoenix hanoi apartment & hotel,439999
10605,33442,Căn hộ dịch vụ V-HOUSE 5 (V-HOUSE 5 Serviced Apartment),can ho dich vu v-house 5 (v-house 5 serviced apartment),360173
10606,33444,Khách sạn Nk Hà Nội ( Nk Hotel Hanoi ),khach san nk ha noi ( nk hotel hanoi ),1125541
10607,33445,Green Hadong Hotel,green hadong hotel,817993
10608,33446,Hue's family Homestay,hue's family homestay,245455
10609,33448,Căn Hộ Dịch Vụ Bayhomes Metropolis (Bayhomes Metropolis Serviced Apartment),can ho dich vu bayhomes metropolis (bayhomes metropolis serviced apartment),950000
10610,33449,Granda Central Apartment,granda central apartment,599000
10611,33450,Roygent Parks Hà Nội (Roygent Parks Hanoi),roygent parks ha noi (roygent parks hanoi),1299304
10612,33451,Khách sạn Golden Rooster (Golden Rooster Hotel),khach san golden rooster (golden rooster hotel),452262
10613,33452,Khách sạn Nam Long Hà Nội (NAM LONG HOTEL HA NOI ),khach san nam long ha noi (nam long hotel ha noi ),365909
10614,33453,Fukurai Boutique Apartments Hanoi,fukurai boutique apartments hanoi,722895
10615,33454,Papaya Hanoi Hotel,papaya hanoi hotel,590909
10616,33455,7Fridays Hồ Tây Hostel (7Fridays West Lake Hostel),7fridays ho tay hostel (7fridays west lake hostel),116883
10617,33456,Khách sạn & Spa The Queen 2 (The Queen Hotel & Spa 2),khach san & spa the queen 2 (the queen hotel & spa 2),233584
10618,33457,Khách sạn A25 - 96 Hai bà Trưng (A25 Hotel- 96 Hai Ba Trung),khach san a25 - 96 hai ba trung (a25 hotel- 96 hai ba trung),594783
10619,33458,OYO 388 Ibiz Hotel,oyo 388 ibiz hotel,-1
10620,33461,Hanoi Cozy Hostel,hanoi cozy hostel,452117
10621,33462,Hanoi Golden Hotel,hanoi golden hotel,210000
10622,33463,Khách sạn Rose Flower Hà Nội (Hanoi Rose Flower Hotel),khach san rose flower ha noi (hanoi rose flower hotel),364000
10623,33464,Em Am Homestay,em am homestay,449999
10624,33465,Khách Sạn & Spa Brandi Gate (Brandi Gate Hotel & Spa),khach san & spa brandi gate (brandi gate hotel & spa),987421
10625,33466,ALEY house,aley house,-1
10626,33467,Central Amazing Homestay,central amazing homestay,227273
10627,33468,Impressive Boutique Hotel,impressive boutique hotel,3171602
10628,33469,Phuong Trang Hostel,phuong trang hostel,305179
10629,33470,Khách sạn Inearth Hà Nội (Inearth Hotel Hanoi),khach san inearth ha noi (inearth hotel hanoi),496201
10630,33471,Hanoi Golden Hostel,hanoi golden hostel,210000
10631,33472,Khách Sạn - Lữ Hành Mr Sun (Mr Sun Hotel - Travel),khach san - lu hanh mr sun (mr sun hotel - travel),774783
10632,33474,Khách sạn A25 - Trần Quý Cáp,khach san a25 - tran quy cap,493506
10633,33476,Khách Sạn The Noble Swan (The Noble Swan Hotel & Spa),khach san the noble swan (the noble swan hotel & spa),757576
10634,33477,Dinh House - Silent HomeStay In Center,dinh house - silent homestay in center,-1
10635,33478,Hanoi La Castela Hotel,hanoi la castela hotel,428568
10636,33479,The Poppy Villa & Hotel,the poppy villa & hotel,343636
10637,33480,Hanoi Boutique House,hanoi boutique house,481775
10638,33481,Granda Legend Apartment,granda legend apartment,602824
10639,33482,Hotel Lao Cai 33C Cat Linh,hotel lao cai 33c cat linh,347826
10640,33484,Nhà Dân Coffee House (Sân bay Hà Nội) (Coffee House Homestay (Ha Noi Airport)),nha dan coffee house (san bay ha noi) (coffee house homestay (ha noi airport)),300000
10641,33487,Hanoi Buffalo Hostel,hanoi buffalo hostel,143478
10642,33488,InterContinental Hà Nội Landmark72 (InterContinental Hanoi Landmark72),intercontinental ha noi landmark72 (intercontinental hanoi landmark72),2004172
10643,33490,Sao Bang Hotel,sao bang hotel,623377
10644,33491,Splendid Pearlight Hotel,splendid pearlight hotel,478957
10645,33492,The Art Classic Hotel & Spa,the art classic hotel & spa,675915
10646,33493,Venus Hotel Ha Noi,venus hotel ha noi,424242
10647,33494,Tiwala Homestay - Ha Noi,tiwala homestay - ha noi,-1
10648,33495,Khách Sạn Adonis Hà Nội (Adonis Hanoi Hotel),khach san adonis ha noi (adonis hanoi hotel),648318
10649,33497,Xanh Villas Resort & Spa,xanh villas resort & spa,5545455
10650,33498,Hanoi Suji Hotel,hanoi suji hotel,463636
10651,33499,Khách Sạn Monsieur Diesel Hàng Bạc Hà Nội (Monsieur Diesel Hotel Hang Bac Hanoi),khach san monsieur diesel hang bac ha noi (monsieur diesel hotel hang bac hanoi),650000
10652,33500,Nhà Trọ The Chi Novel (The Chi Novel Hostel),nha tro the chi novel (the chi novel hostel),845000
10653,33501,Hanoi Gravita Hotel,hanoi gravita hotel,241106
10654,33502,Khách sạn A25 - Lò Đúc (A25 Hotel - Lo Duc),khach san a25 - lo duc (a25 hotel - lo duc),590000
10655,33503,Khách sạn Việt Nội Bài (Viet Hotel Noi Bai),khach san viet noi bai (viet hotel noi bai),-1
10656,33504,Khách Sạn & Khu Căn Hộ Hà Nội Central (Hanoi Central Hotel & Residences),khach san & khu can ho ha noi central (hanoi central hotel & residences),301491
10657,33505,Hang Bac Backpacker hostel,hang bac backpacker hostel,90909
10658,33506,City Center & Good Security Area / Easternstay,city center & good security area / easternstay,-1
10659,33507,"Nhà mặt đất 60 m² 6 phòng ngủ, 8 phòng tắm riêng ở Phố Cổ (Halley Hostel)","nha mat dat 60 m2 6 phong ngu, 8 phong tam rieng o pho co (halley hostel)",550000
10660,33508,iStay Hotel Apartment 3,istay hotel apartment 3,360000
10661,33509,Nhà Nghỉ The Gateway Garden House Nội Bài (The Gateway Garden House Noi Bai),nha nghi the gateway garden house noi bai (the gateway garden house noi bai),159091
10662,33510,Hanoi Centre Hostel,hanoi centre hostel,174081
10663,33512,Khách sạn Summer Place (Summer Place Hotel),khach san summer place (summer place hotel),690799
10664,33513,Wonderful Sunny Apartment,wonderful sunny apartment,686212
10665,33514,AHA Đại Dương Hotel 2 Hà Nội,aha dai duong hotel 2 ha noi,516770
10666,33515,Shining Boutique Hotel and Spa,shining boutique hotel and spa,653055
10667,33516,Khách sạn Phố cổ Hà Nội - Jum Home (Jum home Hanoi Old Quarter Food Center),khach san pho co ha noi - jum home (jum home hanoi old quarter food center),493975
10668,33517,ARL Cat Linh No.2,arl cat linh no.2,629999
10669,33518,NQ Vintage House (NQ Vintage Homestay),nq vintage house (nq vintage homestay),-1
10670,33519,AHA Đại Dương Hotel 3 Hà Nội,aha dai duong hotel 3 ha noi,451665
10671,33520,Khách sạn Blubiz Mỹ Đình (Blubiz Hotel My Dinh),khach san blubiz my dinh (blubiz hotel my dinh),1105173
10672,33521,1968 Homes Alex's Cozy Vintage City Centre Home,1968 homes alex's cozy vintage city centre home,-1
10673,33522,Top Hotel,top hotel,1286039
10674,33524,Biệt thự NCC Garden (NCC Garden Villas),biet thu ncc garden (ncc garden villas),1489177
10675,33525,Khách Sạn & Spa Delicacy Central (Delicacy Central Hotel & Spa),khach san & spa delicacy central (delicacy central hotel & spa),787879
10676,33526,Khách sạn Momizi (Momizi Hotel),khach san momizi (momizi hotel),729999
10677,33527,French-styled house,french-styled house,452118
10678,33528,Zody House,zody house,1065489
10679,33529,Khách sạn Hanoi Old Decade (Hanoi Old Decade Hotel),khach san hanoi old decade (hanoi old decade hotel),533000
10680,33530,Khách sạn Yolowa (Yolowa hotel),khach san yolowa (yolowa hotel),-1
10681,33531,MF Louis Hotel,mf louis hotel,777515
10682,33532,Hanoi Cozy House,hanoi cozy house,350000
10683,33533,The Nest Homestay,the nest homestay,-1
10684,33534,Khách Sạn La Seine (Hotel de La Seine),khach san la seine (hotel de la seine),640545
10685,33538,Alaya 3 Apartment,alaya 3 apartment,400000
10686,33539,New Gate Apartment,new gate apartment,-1
10687,33540,Khách Sạn Glory Mỹ Đình (Glory Hotel My Dinh),khach san glory my dinh (glory hotel my dinh),-1
10688,33541,V Hostel,v hostel,130000
10689,33543,NYT Home Giang Vo,nyt home giang vo,391304
10690,33545,Alaya 4 Apartment,alaya 4 apartment,464000
10691,33546,Adeline Hotel Hanoi,adeline hotel hanoi,649400
10692,33547,The Rose Home,the rose home,345000
10693,33548,Spoon Hotel,spoon hotel,300000
10694,33549,Khách sạn Hàm Long (Ham Long Sunny),khach san ham long (ham long sunny),462165
10695,33551,Hanoi Happy Family Homestay,hanoi happy family homestay,-1
10696,33554,Ha Noi Lantern Dorm,ha noi lantern dorm,273279
10697,33555,American Cottage,american cottage,6000000
10698,33556,Do Thanh building,do thanh building,2272727
10699,33557,khong gian rieng tu thoang mat,khong gian rieng tu thoang mat,-1
10700,33558,Khách sạn Dinh Elegant (Dinh Elegant Hanoi Hotel),khach san dinh elegant (dinh elegant hanoi hotel),863247
10701,33560,"Nhà mặt đất 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Ba Đình (Capsule Hanoi Luxury Hostel)","nha mat dat 30 m2 1 phong ngu, 1 phong tam rieng o quan ba dinh (capsule hanoi luxury hostel)",190000
10702,33561,Khách Sạn OYO 216 Alisa (OYO 216 Alisa Hotel),khach san oyo 216 alisa (oyo 216 alisa hotel),302364
10703,33562,Mylan Guest House,mylan guest house,475366
10704,33564,King Palace Hotel and Spa,king palace hotel and spa,653055
10705,33565,Khách sạn Serenity Premier (Serenity Premier Hotel),khach san serenity premier (serenity premier hotel),623772
10706,33566,Khách sạn SOO Hà Nội (SOO Hotel Hanoi),khach san soo ha noi (soo hotel hanoi),606061
10707,33567,Khách Sạn & Lữ Hành The World Inn (The World Inn Hotel & Travel),khach san & lu hanh the world inn (the world inn hotel & travel),319999
10708,33568,Hanu's House,hanu's house,300000
10709,33569,Căn hộ dịch vụ Blue Home Hà Nội (Blue Home Serviced Apartment Hanoi),can ho dich vu blue home ha noi (blue home serviced apartment hanoi),556364
10710,33572,Sazi Homestay 97 Van Cao building,sazi homestay 97 van cao building,580000
10711,33573,Lotus House,lotus house,337273
10712,33574,Aquamarine Hotel & Travel,aquamarine hotel & travel,603185
10713,33576,Hanoi La Selva Central Hotel,hanoi la selva central hotel,407210
10714,33578,Khách sạn Azumaya - Chi nhánh Hai Bà Trưng 2 (Azumaya Hotel Hai Ba Trung 2 branch),khach san azumaya - chi nhanh hai ba trung 2 (azumaya hotel hai ba trung 2 branch),1090807
10715,33579,CucKu Homestay,cucku homestay,-1
10716,33580,Suji Residence ,suji residence ,-1
10717,33581,Khách sạn Lilyhometel CTM Cầu Giấy,khach san lilyhometel ctm cau giay,789999
10718,33582,Hanoi Luxury House & Travel,hanoi luxury house & travel,341258
10719,33586,Hana Hotel,hana hotel,451666
10720,33587,L'etage House - Dorm Room Hostel,l'etage house - dorm room hostel,93810
10721,33589,Cherry Hotel 1 Hanoi,cherry hotel 1 hanoi,865801
10722,33590,Hanoi Pleasant House,hanoi pleasant house,286364
10723,33591,"Chung cư 18 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phố Cổ (Deluxe Double/Twin Street view Balcony Old Quarter)","chung cu 18 m2 1 phong ngu, 1 phong tam rieng o pho co (deluxe double/twin street view balcony old quarter)",452140
10724,33592,Khan Hoang Capsule Hotel,khan hoang capsule hotel,241106
10725,33593,The Autumn Homestay,the autumn homestay,159091
10726,33594,Olympus Old Quarter Hotel,olympus old quarter hotel,606319
10727,33596,Tumi's house,tumi's house,931126
10728,33597,Khách Sạn Spring Hà Nội (Spring Hotel Hanoi),khach san spring ha noi (spring hotel hanoi),607792
10729,33598,Lilyhometel Tay Ho,lilyhometel tay ho,361694
10730,33599,Nhà Nghỉ Loyalty (Loyalty Hostel),nha nghi loyalty (loyalty hostel),412000
10731,33600,Khách Sạn Amber Hà Nội (Hanoi Amber hotel),khach san amber ha noi (hanoi amber hotel),295884
10732,33602,Senco Female Hostel,senco female hostel,118182
10733,33603,"Chung cư 18 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phố Cổ (Deluxe Double/Twin Room Inside Balcony Old Quarter)","chung cu 18 m2 1 phong ngu, 1 phong tam rieng o pho co (deluxe double/twin room inside balcony old quarter)",497354
10734,33604,Hola Homestay,hola homestay,304348
10735,33605,Hana's House,hana's house,-1
10736,33606,OYO 208 Apec Hotel,oyo 208 apec hotel,259999
10737,33607,"Bee House - Near Hanoi Opera House, Hoan Kiem","bee house - near hanoi opera house, hoan kiem",903229
10738,33608,Ruby n Joyce Home,ruby n joyce home,-1
10739,33609,Khách sạn Tràng An Plaza - An Dương Vương (Trang An Plaza Hotel - An Duong Vuong),khach san trang an plaza - an duong vuong (trang an plaza hotel - an duong vuong),329004
10740,33610,"Chung cư 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Hai Bà Trưng (Cozy APT, Near Lake&Park w Balcony near Center 61)","chung cu 40 m2 1 phong ngu, 1 phong tam rieng o quan hai ba trung (cozy apt, near lake&park w balcony near center 61)",-1
10741,33611,ARL To Ngoc Van No.1,arl to ngoc van no.1,1636364
10742,33612,BB's Hut Homestay,bb's hut homestay,354000
10743,33614,Antique Angel Hotel,antique angel hotel,1345177
10744,33615,6 Le Thanh Tong Building,6 le thanh tong building,608696
10745,33616,Poonsa Cau Giay Apartment,poonsa cau giay apartment,486364
10746,33617,Gimple Home,gimple home,352364
10747,33618,Rustic House,rustic house,622916
10748,33621,Glamor Hotel & Travel,glamor hotel & travel,559000
10749,33622,Lake House Studio,lake house studio,650000
10750,33623,Khách Sạn Nature (Nature Hotel),khach san nature (nature hotel),499999
10751,33624,Ngoc Huyen hotel,ngoc huyen hotel,280000
10752,33625,"Nhà mặt đất 23 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Ba Đình (Leenia Homestay- 1st Floor/Quiet/Near West Lake)","nha mat dat 23 m2 1 phong ngu, 1 phong tam rieng o quan ba dinh (leenia homestay- 1st floor/quiet/near west lake)",450000
10753,33626,Hanoi Hola House,hanoi hola house,315000
10754,33627,Nhà riêng studio 25 m² có 1 phòng tắm riêng ở Quận Ba Đình (MICHI homestay),nha rieng studio 25 m2 co 1 phong tam rieng o quan ba dinh (michi homestay),591001
10755,33628,Rosavila 1 Hotel,rosavila 1 hotel,-1
10756,33629,La Perle Rose Luxury Apartment,la perle rose luxury apartment,1418182
10757,33630,31 Xuan Dieu Homestay,31 xuan dieu homestay,883257
10758,33631,"Chung cư 85 m² 2 phòng ngủ, 2 phòng tắm riêng ở Phố Cổ (TheBuis River View/City Center SPACIOUS 2BRs Apt)","chung cu 85 m2 2 phong ngu, 2 phong tam rieng o pho co (thebuis river view/city center spacious 2brs apt)",303030
10759,33632,Dreamcatcher Homestay,dreamcatcher homestay,436364
10760,33633,ZEN MAISON HOMESTAY,zen maison homestay,-1
10761,33635,Domov Luxury Hotel,domov luxury hotel,-1
10762,33637,Modern Room gần Trung Tâm Thành Phố (Modern Room near City Center),modern room gan trung tam thanh pho (modern room near city center),-1
10763,33638,"Chung cư 129 m² 3 phòng ngủ, 2 phòng tắm riêng ở Trung Hòa Nhân Chính (Hanah Hometel Imperia Garden @4 BR free swimming)","chung cu 129 m2 3 phong ngu, 2 phong tam rieng o trung hoa nhan chinh (hanah hometel imperia garden @4 br free swimming)",1785474
10764,33640,Bubba Bed Hostel,bubba bed hostel,163256
10765,33641,Vision Boutique Hotel Hanoi,vision boutique hotel hanoi,198023
10766,33642,Khách sạn Lele & Frog (Lele & Frog Hotel),khach san lele & frog (lele & frog hotel),429270
10767,33643,A&D Luxury hotel,a&d luxury hotel,346320
10768,33644,Satori Homestay - Old Quarter,satori homestay - old quarter,281318
10769,33646,Hanoi Balcony Homestay,hanoi balcony homestay,603575
10770,33647,Khách Sạn T&M Luxury Hà Nội (T&M Luxury Hotel Hanoi),khach san t&m luxury ha noi (t&m luxury hotel hanoi),715000
10771,33648,Alaya 2 Apartment,alaya 2 apartment,360000
10772,33649,Veque Homestay Center of Old Quarter,veque homestay center of old quarter,333333
10773,33650,Minami Hotel & Apartments,minami hotel & apartments,803764
10774,33651,OYO 144 3s Boutique Hotel,oyo 144 3s boutique hotel,450912
10775,33652,Dinh Hotel,dinh hotel,689999
10776,33653,Hanoi Le Jardin Hotel & Spa,hanoi le jardin hotel & spa,1093901
10777,33654,Sunrise Suites Hotel Hanoi,sunrise suites hotel hanoi,900000
10778,33655,"Nhà mặt đất 50 m² 2 phòng ngủ, 1 phòng tắm riêng ở Quận Hoàn Kiếm (Entire Central Hanoi Apartment 1' to Train Station)","nha mat dat 50 m2 2 phong ngu, 1 phong tam rieng o quan hoan kiem (entire central hanoi apartment 1' to train station)",-1
10779,33657,Felice Hostel,felice hostel,260870
10780,33658,NR OLDQUARTER Netflix/Kalon Homestay,nr oldquarter netflix/kalon homestay,342000
10781,33661,The Pilgrim Hotel,the pilgrim hotel,593128
10782,33665,S'space Suites Westlake,s'space suites westlake,993662
10783,33666,SaSa House,sasa house,526500
10784,33667,Ruby Lakeview homestay,ruby lakeview homestay,405000
10785,33668,Lee's Family Homestay,lee's family homestay,-1
10786,33669,Momento Boutique House 2,momento boutique house 2,268182
10787,33670,Khách Sạn 3S Boutique (3S Boutique Hotel),khach san 3s boutique (3s boutique hotel),450912
10788,33671,Nhà Dân Center Point (Center Point Homestay),nha dan center point (center point homestay),489273
10789,33672,49 Trang Tien House,49 trang tien house,-1
10790,33673,Awa Boutique Hotel,awa boutique hotel,450912
10791,33675,Khách sạn Blubiz Mỹ Đình Sông Đà (Blubiz Hotel My Dinh Song Da),khach san blubiz my dinh song da (blubiz hotel my dinh song da),949443
10792,33676,Căn Hộ Dịch Vụ Bayhomes Royal City (Bayhomes Royal City Serviced Apartment),can ho dich vu bayhomes royal city (bayhomes royal city serviced apartment),1950000
10793,33677,"Chung cư 100 m² 3 phòng ngủ, 3 phòng tắm riêng ở Quận Ba Đình (3 BEDROOMS APARTMENT FOR FAMILY NEAR WESTLAKE)","chung cu 100 m2 3 phong ngu, 3 phong tam rieng o quan ba dinh (3 bedrooms apartment for family near westlake)",-1
10794,33678,Vitawell House,vitawell house,344156
10795,33683,Wood Bridge Hostel,wood bridge hostel,420000
10796,33684,666 Hostel,666 hostel,-1
10797,33685,"Chung cư 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Ba Đình (Apartment in Metropolis Residental 1Bedroom)","chung cu 60 m2 1 phong ngu, 1 phong tam rieng o quan ba dinh (apartment in metropolis residental 1bedroom)",1508418
10798,33687,SaSa Little Home,sasa little home,454545
10799,33688,B-Home Apartment,b-home apartment,580000
10800,33692,Hanoi Asia Hotel,hanoi asia hotel,294000
10801,33693,"Chung cư 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Quận Hoàn Kiếm (Endless love house - OldQuarterHaNoi)","chung cu 60 m2 2 phong ngu, 1 phong tam rieng o quan hoan kiem (endless love house - oldquarterhanoi)",-1
10802,33694,Hanoi Royal City Luxury Apartment R5A1108,hanoi royal city luxury apartment r5a1108,-1
10803,33695,Parosand Hanoi Hotel & Apartment,parosand hanoi hotel & apartment,1050505
10804,33696,Suji Hotel My Dinh,suji hotel my dinh,532174
10805,33697,BC Family Tet Holiday Apartment Hanoi Center,bc family tet holiday apartment hanoi center,489273
10806,33698,Hotel Hoang Gia,hotel hoang gia,310870
10807,33700,Minh Homestay,minh homestay,-1
10808,33701,"Chung cư 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Hoàn Kiếm ( COZY/Balcony next to HoanKiem lake in OLD Quater3)","chung cu 45 m2 1 phong ngu, 1 phong tam rieng o quan hoan kiem ( cozy/balcony next to hoankiem lake in old quater3)",-1
10809,33702,"Chung cư 90 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận Ba Đình (TWO BEDROOMS APARTMENT NEAR WEST LAKE)","chung cu 90 m2 2 phong ngu, 2 phong tam rieng o quan ba dinh (two bedrooms apartment near west lake)",-1
10810,33704,"SEASONS AVENUE APARTMENT, MO LAO URBAN, HA DONG DISTRICT","seasons avenue apartment, mo lao urban, ha dong district",474728
10811,33706,Hanoi Bonsella Cozy Hotel,hanoi bonsella cozy hotel,489999
10812,33707,House Xinh,house xinh,319200
10813,33709,Rosa Hotel,rosa hotel,605844
10814,33710,"Chung cư 76 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Hoàng Mai (Bamboo Homestay)","chung cu 76 m2 1 phong ngu, 1 phong tam rieng o quan hoang mai (bamboo homestay)",-1
10815,33711,Granda Duy Tan Apartment 2,granda duy tan apartment 2,425974
10816,33712,OYO 199 Diamond Hotel,oyo 199 diamond hotel,252629
10817,33713,Davidduc's Apartment Nguyen Khac Hieu,davidduc's apartment nguyen khac hieu,1204439
10818,33714,Full House Times City,full house times city,1000000
10819,33717,RedDoorz Plus near Van Mieu Quoc Tu Giam,reddoorz plus near van mieu quoc tu giam,299999
10820,33718,Smile Inn Serviced Apartment,smile inn serviced apartment,500000
10821,33719,Hanoi Centerpoint,hanoi centerpoint,952381
10822,33720,Căn Hộ Luân Đôn Hà Nội & (London Hanoi & Apartment),can ho luan don ha noi & (london hanoi & apartment),829999
10823,33721,Dragon Residence Building,dragon residence building,454545
10824,33722,"Chung cư 10 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Đống Đa (ancient & fresh air village near Hanoi Old Quater)","chung cu 10 m2 1 phong ngu, 1 phong tam rieng o quan dong da (ancient & fresh air village near hanoi old quater)",-1
10825,33724,Dream Gold Hotel,dream gold hotel,199999
10826,33725,Lala Homestay,lala homestay,400000
10827,33726,Viet Family Homestay,viet family homestay,281318
10828,33727,Manh Vu Hotel,manh vu hotel,400000
10829,33728,Lavoite homestay-8 min walk to Hoan Kiem lake,lavoite homestay-8 min walk to hoan kiem lake,-1
10830,33729,Homie1991 | Comfy & Stylish Apt 3 - Old Quarter,homie1991 | comfy & stylish apt 3 - old quarter,650000
10831,33731,Christina's Hanoi - Secret Garden,christina's hanoi - secret garden,296104
10832,33732,Ngôi nhà của Chip (Chips House),ngoi nha cua chip (chips house),635417
10833,33733,Dao Tan Homestay,dao tan homestay,-1
10834,33734,"Chung cư 112 m² 3 phòng ngủ, 2 phòng tắm riêng ở Trung Hòa Nhân Chính (VISTAY008#Apartment 2BR at GOLDEN PALM#Youthful)","chung cu 112 m2 3 phong ngu, 2 phong tam rieng o trung hoa nhan chinh (vistay008#apartment 2br at golden palm#youthful)",-1
10835,33737,Khách Sạn & Căn Hộ Bảo Hưng (Bao Hung Hotel & Apartment),khach san & can ho bao hung (bao hung hotel & apartment),669999
10836,33739,Hygge Homestay,hygge homestay,1385281
10837,33740,The 5 House,the 5 house,-1
